companyCode,emplStatus,workLocation,costCenter,supvEmplId,lastHireDate,originalHireDate,seniorityDate,flsaType,fullPartTime,emplType,jobLevel,jobCode
Company1,Active,"Groton, CT",0399,003269   ,"Apr 2, 2014 12:00:00 AM","Apr 2, 2014 12:00:00 AM","Apr 2, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Aug 28, 2017 12:00:00 AM","Aug 28, 2017 12:00:00 AM","Aug 28, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Jul 6, 2011 12:00:00 AM","Jul 6, 2011 12:00:00 AM","Jul 6, 2011 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Mar 11, 2011 12:00:00 AM","Mar 11, 2011 12:00:00 AM","Mar 11, 2011 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Sep 10, 2015 12:00:00 AM","Jun 2, 2014 12:00:00 AM","Sep 10, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Feb 10, 2014 12:00:00 AM","Feb 10, 2014 12:00:00 AM","Feb 10, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Dec 21, 2015 12:00:00 AM","Dec 21, 2015 12:00:00 AM","Dec 21, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Feb 24, 2017 12:00:00 AM","Jul 13, 2016 12:00:00 AM","Feb 24, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Jan 22, 2019 12:00:00 AM","Dec 21, 2016 12:00:00 AM","Jan 22, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Apr 1, 2016 12:00:00 AM","Apr 1, 2016 12:00:00 AM","Apr 1, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Aug 9, 2017 12:00:00 AM","Aug 9, 2017 12:00:00 AM","Aug 9, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Sep 26, 2013 12:00:00 AM","Sep 26, 2013 12:00:00 AM","Sep 26, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Mar 14, 2016 12:00:00 AM","Mar 14, 2016 12:00:00 AM","Mar 14, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Feb 20, 2019 12:00:00 AM","Feb 20, 2019 12:00:00 AM","Feb 20, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Mar 14, 2016 12:00:00 AM","Mar 14, 2016 12:00:00 AM","Mar 14, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Jan 24, 2017 12:00:00 AM","Jan 24, 2017 12:00:00 AM","Jan 24, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orlando, FL (CRES)",0330,011049   ,"Oct 26, 2016 12:00:00 AM","Oct 26, 2016 12:00:00 AM","Oct 26, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Jan 12, 2018 12:00:00 AM","Jan 12, 2018 12:00:00 AM","Jan 12, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Nov 27, 2012 12:00:00 AM","Nov 27, 2012 12:00:00 AM","Nov 27, 2012 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Mar 8, 2018 12:00:00 AM","Sep 24, 2012 12:00:00 AM","Mar 8, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Dec 2, 2014 12:00:00 AM","Dec 2, 2014 12:00:00 AM","Dec 2, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Feb 27, 2019 12:00:00 AM","Aug 12, 2010 12:00:00 AM","Feb 27, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Jul 14, 2015 12:00:00 AM","Jul 14, 2015 12:00:00 AM","Jul 14, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Jan 7, 2013 12:00:00 AM","Jan 7, 2013 12:00:00 AM","Jan 7, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Jan 28, 2014 12:00:00 AM","Jan 28, 2014 12:00:00 AM","Jan 28, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Mar 21, 2017 12:00:00 AM","Mar 21, 2017 12:00:00 AM","Mar 21, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Apr 1, 2019 12:00:00 AM","Apr 1, 2019 12:00:00 AM","Apr 1, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Mar 28, 2016 12:00:00 AM","Mar 28, 2016 12:00:00 AM","Mar 28, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Mar 8, 2010 12:00:00 AM","Mar 8, 2010 12:00:00 AM","Mar 8, 2010 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Jun 28, 2011 12:00:00 AM","Jun 28, 2011 12:00:00 AM","Jun 28, 2011 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Aug 27, 2012 12:00:00 AM","Aug 27, 2012 12:00:00 AM","Aug 27, 2012 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"May 2, 2017 12:00:00 AM","May 2, 2017 12:00:00 AM","May 2, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Nov 7, 2013 12:00:00 AM","Nov 7, 2013 12:00:00 AM","Nov 7, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Mar 10, 2014 12:00:00 AM","Mar 10, 2014 12:00:00 AM","Mar 10, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Nov 7, 2013 12:00:00 AM","Nov 7, 2013 12:00:00 AM","Nov 7, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Jun 25, 2015 12:00:00 AM","Jun 25, 2015 12:00:00 AM","Jun 25, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"May 12, 2015 12:00:00 AM","May 12, 2015 12:00:00 AM","May 12, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,4,400155
Company1,Active,"Duluth, GA",0333,015292   ,"Jan 31, 2019 12:00:00 AM","Jan 31, 2019 12:00:00 AM","Jan 31, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Duluth, GA",0333,015292   ,"Feb 27, 2019 12:00:00 AM","Feb 27, 2019 12:00:00 AM","Feb 27, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"Oct 20, 2014 12:00:00 AM","Oct 20, 2014 12:00:00 AM","Oct 20, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"Oct 3, 2012 12:00:00 AM","Oct 3, 2012 12:00:00 AM","Oct 3, 2012 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"May 4, 2015 12:00:00 AM","May 4, 2015 12:00:00 AM","May 4, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"Nov 19, 2012 12:00:00 AM","Nov 19, 2012 12:00:00 AM","Nov 19, 2012 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"Sep 25, 2017 12:00:00 AM","Sep 25, 2017 12:00:00 AM","Sep 25, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"Apr 4, 2019 12:00:00 AM","Mar 14, 2012 12:00:00 AM","Apr 4, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Waipahu, HI",0346,006728   ,"Jul 9, 2013 12:00:00 AM","Jul 9, 2013 12:00:00 AM","Jul 9, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Feb 9, 2016 12:00:00 AM","Feb 9, 2016 12:00:00 AM","Feb 9, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Sep 26, 2017 12:00:00 AM","Sep 26, 2017 12:00:00 AM","Sep 26, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Feb 2, 2016 12:00:00 AM","Jun 11, 2014 12:00:00 AM","Feb 2, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jul 13, 2016 12:00:00 AM","Jul 13, 2016 12:00:00 AM","Jul 13, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jun 29, 2017 12:00:00 AM","Jun 29, 2017 12:00:00 AM","Jun 29, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jun 13, 2017 12:00:00 AM","Jun 13, 2017 12:00:00 AM","Jun 13, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Mar 23, 2011 12:00:00 AM","Mar 23, 2011 12:00:00 AM","Mar 23, 2011 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jun 29, 2017 12:00:00 AM","Jun 29, 2017 12:00:00 AM","Jun 29, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jan 12, 2015 12:00:00 AM","Jan 12, 2015 12:00:00 AM","Jan 12, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Feb 27, 2014 12:00:00 AM","Feb 27, 2014 12:00:00 AM","Feb 27, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jan 31, 2013 12:00:00 AM","Jan 31, 2013 12:00:00 AM","Jan 31, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Sep 11, 2018 12:00:00 AM","Sep 11, 2018 12:00:00 AM","Sep 11, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Jun 18, 2014 12:00:00 AM","Jun 18, 2014 12:00:00 AM","Jun 18, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Feb 28, 2017 12:00:00 AM","Feb 28, 2017 12:00:00 AM","Feb 28, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Aug 11, 2016 12:00:00 AM","Aug 11, 2016 12:00:00 AM","Aug 11, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"May 28, 2015 12:00:00 AM","May 28, 2015 12:00:00 AM","May 28, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Feb 18, 2014 12:00:00 AM","Feb 18, 2014 12:00:00 AM","Feb 18, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Mar 28, 2012 12:00:00 AM","Mar 28, 2012 12:00:00 AM","Mar 28, 2012 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Sep 9, 2013 12:00:00 AM","Sep 9, 2013 12:00:00 AM","Sep 9, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Chicago, IL",0334,013884   ,"Mar 23, 2011 12:00:00 AM","Mar 23, 2011 12:00:00 AM","Mar 23, 2011 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Oct 7, 2016 12:00:00 AM","Oct 7, 2016 12:00:00 AM","Oct 7, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Jun 22, 2018 12:00:00 AM","Jun 22, 2018 12:00:00 AM","Jun 22, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Dec 21, 2017 12:00:00 AM","Dec 21, 2017 12:00:00 AM","Dec 21, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Jun 17, 2015 12:00:00 AM","Jun 17, 2015 12:00:00 AM","Jun 17, 2015 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Feb 28, 2019 12:00:00 AM","Oct 16, 2012 12:00:00 AM","Feb 28, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Jan 17, 2019 12:00:00 AM","Jan 17, 2019 12:00:00 AM","Jan 17, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Mar 22, 2011 12:00:00 AM","Mar 22, 2011 12:00:00 AM","Mar 22, 2011 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Sep 13, 2013 12:00:00 AM","Sep 13, 2013 12:00:00 AM","Sep 13, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Mar 25, 2019 12:00:00 AM","Mar 26, 2018 12:00:00 AM","Mar 25, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Feb 24, 2014 12:00:00 AM","Feb 24, 2014 12:00:00 AM","Feb 24, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Feb 22, 2013 12:00:00 AM","Feb 22, 2013 12:00:00 AM","Feb 22, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Aug 8, 2014 12:00:00 AM","Aug 8, 2014 12:00:00 AM","Aug 8, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Oct 19, 2016 12:00:00 AM","Oct 19, 2016 12:00:00 AM","Oct 19, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Jan 21, 2014 12:00:00 AM","Jan 21, 2014 12:00:00 AM","Jan 21, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM","Aug 14, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Jun 6, 2017 12:00:00 AM","Jun 6, 2017 12:00:00 AM","Jun 6, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Mar 1, 2019 12:00:00 AM","Mar 1, 2019 12:00:00 AM","Mar 1, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Jan 21, 2016 12:00:00 AM","Jan 21, 2016 12:00:00 AM","Jan 21, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Orland Park, IL",0361,014115   ,"Feb 18, 2014 12:00:00 AM","Feb 18, 2014 12:00:00 AM","Feb 18, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Mar 18, 2019 12:00:00 AM","Mar 18, 2019 12:00:00 AM","Mar 18, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Mar 5, 2018 12:00:00 AM","Mar 5, 2018 12:00:00 AM","Mar 5, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Jun 9, 2016 12:00:00 AM","Aug 25, 2014 12:00:00 AM","Jun 9, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Aug 18, 2017 12:00:00 AM","Aug 18, 2017 12:00:00 AM","Aug 18, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Sep 14, 2016 12:00:00 AM","Sep 14, 2016 12:00:00 AM","Sep 14, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Jun 19, 2018 12:00:00 AM","Jun 19, 2018 12:00:00 AM","Jun 19, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Oct 26, 2017 12:00:00 AM","Oct 26, 2017 12:00:00 AM","Oct 26, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Oct 18, 2017 12:00:00 AM","Oct 18, 2017 12:00:00 AM","Oct 18, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Mar 11, 2014 12:00:00 AM","Mar 11, 2014 12:00:00 AM","Mar 11, 2014 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Apr 4, 2019 12:00:00 AM","Apr 4, 2019 12:00:00 AM","Apr 4, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM","May 2, 2013 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Sep 11, 2018 12:00:00 AM","Sep 11, 2018 12:00:00 AM","Sep 11, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Mar 12, 2019 12:00:00 AM","Apr 12, 2018 12:00:00 AM","Mar 12, 2019 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Mar 5, 2018 12:00:00 AM","Mar 5, 2018 12:00:00 AM","Mar 5, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Aug 10, 2018 12:00:00 AM","Aug 10, 2018 12:00:00 AM","Aug 10, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Jun 20, 2017 12:00:00 AM","Jun 20, 2017 12:00:00 AM","Jun 20, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Mar 26, 2018 12:00:00 AM","Mar 26, 2018 12:00:00 AM","Mar 26, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"May 25, 2018 12:00:00 AM","May 25, 2018 12:00:00 AM","May 25, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Jun 8, 2017 12:00:00 AM","Jun 8, 2017 12:00:00 AM","Jun 8, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Aug 17, 2018 12:00:00 AM","Aug 17, 2018 12:00:00 AM","Aug 17, 2018 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"White Lake, MI",0363,007661   ,"Sep 29, 2016 12:00:00 AM","Sep 29, 2016 12:00:00 AM","Sep 29, 2016 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
Company1,Active,"Charlotte, NC",0341,015586   ,"Dec 6, 2017 12:00:00 AM","Dec 6, 2017 12:00:00 AM","Dec 6, 2017 12:00:00 AM",Exempt,Full Time,Contractor/Consultant,6,600474
